,colour,frequency
820,"(157, 203, 156)",1.0
821,"(139, 114, 154)",1.0
822,"(240, 244, 247)",1.0
823,"(150, 104, 166)",1.0
824,"(87, 178, 222)",1.0
825,"(218, 218, 216)",1.0
826,"(91, 88, 135)",1.0
827,"(102, 97, 120)",1.0
828,"(201, 193, 172)",1.0
829,"(191, 172, 155)",1.0
830,"(104, 201, 207)",1.0
831,"(0, 108, 183)",1.0
832,"(253, 235, 171)",1.0
833,"(131, 122, 149)",1.0
834,"(146, 191, 210)",1.0
835,"(32, 87, 92)",1.0
836,"(73, 42, 47)",1.0
837,"(167, 205, 132)",1.0
838,"(105, 105, 107)",1.0
839,"(81, 100, 81)",1.0
840,"(124, 145, 198)",1.0
841,"(130, 127, 184)",1.0
842,"(51, 42, 109)",1.0
843,"(158, 120, 101)",1.0
844,"(223, 205, 181)",1.0
845,"(207, 229, 243)",1.0
846,"(168, 121, 95)",1.0
847,"(44, 83, 112)",1.0
848,"(117, 129, 169)",1.0
849,"(237, 205, 128)",1.0
850,"(153, 118, 158)",1.0
851,"(100, 87, 68)",1.0
852,"(133, 203, 205)",1.0
853,"(239, 195, 210)",1.0
854,"(149, 102, 146)",1.0
855,"(181, 181, 183)",1.0
856,"(211, 190, 75)",1.0
857,"(252, 232, 159)",1.0
858,"(228, 165, 184)",1.0
859,"(249, 230, 171)",1.0
860,"(174, 143, 97)",1.0
861,"(219, 234, 195)",1.0
862,"(216, 143, 186)",1.0
